Drake,Deep Pockets,12482146
Drake,When To Say When,12885199
Drake,Chicago Freestyle,36258296
Drake,Not You Too,15311250
Drake,Toosie Slide,273281855
Drake,Desires,17211311
Drake,Time Flies,17583595
Drake,Landed,14140426
Drake,D4L,18655914
Drake,Pain 1993,38300275
Drake,Losses,10611692
Drake,From Florida With Love,12005286
Drake,Demons,18436544
Drake,War,13748085
Drake,Dreams Money Can Buy,15269522
Drake,The Motion,40323757
Drake,How Bout Now,23172564
Drake,Trust Issues,27548048
Drake,Days in The East,11252896
Drake,Draft Day,9764523
Drake,4pm in Calabasas,13510964
Drake,5 Am in Toronto,12415951
Drake,I Get Lonely,9838006
Drake,My Side,7401214
Drake,Jodeci Freestyle,8451550
Drake,Club Paradise,10510249
Drake,Free Spirit,7321923
Drake,Heat Of The Moment,5149715
Drake,Girls Love Beyoncé,18533798
Drake,Paris Morton Music,9489121
Drake,Can I,10480228
Drake,Survival,90297431
Drake,Nonstop,639167338
Drake,Elevate,119424757
Drake,Emotionless,128698471
Drake,God's Plan,1539119025
Drake,Im Upset,301232744
Drake,8 Out of 10,90921212
Drake,Mob Ties,231745654
Drake,Can't Take A Joke,127929195
Drake,Sandra's Rose,77851941
Drake,Talk Up,83214093
Drake,Is There More,58881611
Drake,Peak,67311088
Drake,Summer Games,80913744
Drake,Jaded,94767533
Drake,Nice For What,809177848
Drake,Finesse,96858081
Drake,Ratchet Happy Birthday,54110154
Drake,Thats how you feel,79439187
Drake,Blue Tint,96814309
Drake,In My Feelings,1017175142
Drake,Don't Matter To me,354925483
Drake,After Dark,83656903
Drake,Final Fantasy,83656903
Drake,43904,45336259
Drake,Free Smoke,148813924
Drake,No Long Talk,103730707
Drake,Passionfruit,774580821
Drake,Jorja Interlude,149291429
Drake,Get It Together,149291429
Drake,Madiba Riddim,111324655
Drake,Blem,185020349
Drake,4422,100307342
Drake,Gyalchester,263968275
Drake,Skepta Interlude,66750715
Drake,Portland,393637613
Drake,Sacrifices,111938917
Drake,Nothings Into Somethings,65031857
Drake,Teenage Fever,241661001
Drake,KMT,127610854
Drake,Lose You,61020045
Drake,Can't Have Everything,72773913
Drake,Glow,62566346
Drake,Since Way Back,59677474
Drake,Fake Love,719295683
Drake,Ice Melts,90845600
Drake,Do Not Disturb,192285863
Drake,Keep The Family Close,70904098
Drake,9,100859436
Drake,U With Me?,90056594
Drake,Feel No Ways,153280693
Drake,Hype,140218295
Drake,Weston Road Flows,75610563
Drake,Redemption,113730013
Drake,With You,143313885
Drake,Faithful,72837941
Drake,Still Here,214202183
Drake,Controlla,603914713
Drake,One Dance,1857221746
Drake,Grammys,133815306
Drake,Childs Play,191760229
Drake,Pop Style,298282494
Drake,Too Good,784002487
Drake,Summers Over Interlude,52679781
Drake,Fire & Desires,161584756
Drake,Views,67155463
Drake,Hotline Bling,889062849
Drake,Digital Dash,90563520
Drake,Big Rings,173605910
Drake,Live From The Gutter,82113649
Drake,Diamonds Dancing,118841270
Drake,Scholarships,88662974
Drake,Plastic Bag,68174522
Drake,I'm The Plug,68050308
Drake,Change Locations,67534462
Drake,Jumpman,620867893
Drake,Jersey,79871336
Drake,30 for 30 Freestyle,44558063
Drake,Legend,288794436
Drake,Energy,319114236
Drake,10 Bands,204380033
Drake,Know Yourself,273271179
Drake,No Tellin',112485749
Drake,Madonna,68755434
Drake,6 God,124750303
Drake,Star67,82218069
Drake,Preach,97714690
Drake,Wednesday Night Interlude,58707277
Drake,Used To,81390168
Drake,6 Man,87162402
Drake,Now & Forever ,80970715
Drake,Company,78134575
Drake,You & The 6,58833055
Drake,Jungle,177555402
Drake,6 PM In New York,47729127
Drake,Tuscan Leather,68940639
Drake,Furthest Thing,103121822
Drake,Started From The Bottom,306114168
Drake,Wu-Tang Forever,88012727
Drake,Own It,89899466
Drake,Worst Behavior,124879036
Drake,From Time,233359596
Drake,"Hold On, We're Going Home",535656982
Drake,Connect,63893202
Drake,The Language,116819865
Drake,305 To My City,55368608
Drake,Too Much,118750467
Drake,Pound Cake / Paris Morton Music 2,140429565
Drake,Come Thru,83870064
Drake,All Me,250340696
Drake,Over My Dead Body,77441312
Drake,Shot For Me,128788984
Drake,Headlines,292178520
Drake,Crew Love,182654626
Drake,Take Care,314581071
Drake,Marvins Room,312080716
Drake,Burried Alive,42633727
Drake,Under Ground Kings,68188478
Drake,We'll Be Fine ,56284165
Drake,Make Me Proud,155286691
Drake,Lord Knows,45586544
Drake,Cameras / Good Ones Go Interlude - Medley,56619664
Drake,Doing It Wrong,125140553
Drake,The Real Her,54471224
Drake,Look What You've Done,53589796
Drake,HYFR,159806016
Drake,Practice,94174527
Drake,The Ride,34090548
Drake,The Motto,218379251
Drake,Fireworks,31450974
Drake,Karoke,19630662
Drake,The Resistance,26480693
Drake,Over,107175711
Drake,Show Me A Good Time,32689480
Drake,Up All Night,104625558
Drake,Fancy,47549700
Drake,Shut it Down,40008982
Drake,Unforgettable,27985065
Drake,Light Up,21099956
Drake,Miss Me,47224125
Drake,Cece's Interlude,12335126
Drake,Find Your Love,79490543
Drake,Thank Me Now,26750145
Drake,Best I Ever Had,246853112
Drake,Lust For Life,16157772
Drake,Houstatlantavegas,34877052
Drake,Succesful,19196326
Drake,Lets Call It Off,10869905
Drake,November 18th,18225945
Drake,Ignant Shit,15539397
Drake,A Night Off,8078284
Drake,Say What's Real,8429789
Drake,Little Bit,11111738
Drake,Best I Ever Had,246853112
Drake,Unstoppable,8168671
Drake,Uptown,40816297
Drake,Sooner Than Later,7827557
Drake,Bria's Interlude,8796142
Drake,The Calm,15915595
Drake,Outro,5372429
Drake,Brand New,9153284
Drake,Congratulations,9251718
Drake,Behind Barz (Bonus),108472413
Drake,Money In The Grave,37427085
Drake,Omertà,37427085
Drake,Diplomatic Immunity,74214759
Drake,Signs,286300213
Drake,Sneakin,185422093
Drake,"Two Birds, One Stone",36860548
Drake,Charged Up,17134846
Drake,Popy Style,298282494
Drake,Summer Sixteen,166066899
Drake,Back To Back,287032583
Drake,0 To 100/ The Catch Up,313104836
Drake,Right Hand,152796296
Drake,NLE Choppa,18308636
Drake,Live For,66195056
THE SCOTTS,THE SCOTTS,157080712
NLE Choppa,Untold,4621137
NLE Choppa,Step,7788998
NLE Choppa,Side,13584574
NLE Choppa,Clicc Clacc,9203310
NLE Choppa,N.W.A.,7361650
NLE Choppa,Chances,3286424
NLE Choppa,Shotta Flow,145421985
NLE Choppa,Cruze,163245381
NLE Choppa,Walk Em Down,84149983
NLE Choppa,100 Shots,11301836
NLE Choppa,Exotic,7254599
NLE Choppa,Famous Hoes,43058117
NLE Choppa,Camelot,186760641
NLE Choppa,Dekario (Pain),2465836
NLE Choppa,Forever,19391219
NLE Choppa,Uppin the Score,1459839
NLE Choppa,Choppa DaVinci,1586548
NLE Choppa,Coolin,525924
NLE Choppa,Sticks,1373320
NLE Choppa,Shotta Flow 3,52097438
NLE Choppa,Crooks,646888
NLE Choppa,Free Youngboy,20988953
NLE Choppa,Stick By My Side,17753239
NLE Choppa,Drip,1144344
NLE Choppa,Traptized,1135145
NLE Choppa,BLOCC IS HOT,22494167
NLE Choppa,BIRDBOY,22575301
NLE Choppa,CAPO,60418377
NLE Choppa,Shotta Flow 2,46186850
NLE Choppa,I Don't Need No Help,20463897
NLE Choppa,Cursed Vibes,2763115
NLE Choppa,Drip Creator,653745
NLE Choppa,Redrum,1274493
NLE Choppa,Feeling My Drip,1035262
NLE Choppa,Nolove Anthem,712696
NLE Choppa,I Aint Funna Say To Muh,104704
Polo G,Don't Believe The Hype,3402405
Polo G,Heartless,49426518
Polo G,Martin & Gina,5067798
Polo G,Flex,10804167
Polo G,21,5231587
Polo G,33,3910856
Polo G,I Know,3706051
Polo G,Beautiful Pain,4952710
Polo G,No Matter What,2445133
Polo G,Be Something,6799700
Polo G,Relentless,2407204
Polo G,DND,14524030
Polo G,Chinatown,2086785
Polo G,Trials & Tribulations,2256452
Polo G,Wishing For A Hero,3835660
Polo G,Lost Files,8950967
Polo G,Dying Breed,33747539
Polo G,Through Da Storm,64102098
Polo G,Effortless,19794860
Polo G,Pop Out,344733563
Polo G,Battle Cry,26687387
Polo G,BST,12130750
Polo G,Finer Things,76340836
Polo G,Picture This,10486832
Polo G,Chosen 1,19488231
Polo G,Deep Wounds,30154110
Polo G,Last Strike,7639255
Polo G,A King's Nightmare,5353671
Polo G,Pop Out Again ,43776052
Polo G,First Place,19991603
Polo G,Gang WithMe,15609182
Polo G,Hollywood,11037869
Polo G,All She Wants,2362106
Polo G,The Come Up,9171511
Polo G,Neva Cared,15547506
Future,Trapped In The Sun,4492468
Future,HiTek Tek,3558187
Future,Touch The Sky,3431337
Future,Solitaires,13552917
Future,Ridin Strikers,4098158
Future,One of My,3324729
Future,Posted With Demons,3214035
Future,Hard to Choose One,3664855
Future,Trillionaire,8077751
Future,Harlen Shake,3844036
Future,Up The River,2793358
Future,Pray For A Key,2356501
Future,Too Comfortable,3444228
Future,All Bad,7514805
Future,Outer Space Bih,2487736
Future,Accepting My Flaws,2571345
Future,Life Is Good,381367491
Future,Last Name,13903617
Future,Tycoon,12388964
Future,100 Shooters,36938118
Future,Radical,1596373
Future,Monster,2899027
Future,Throw Away,2501606
Future,After That,2708148
Future,My Savages,3067311
Future,2Pac,995759
Future,Gangland,1288865
Future,Fetti,1758156
Future,Hardly,2040836
Future,Wesley Presley,967228
Future,Showed up,1003148
Future,Mad Luv,1247061
Future,Codeine Crazy,14340997
Future,XanaX Damage,10300992
Future,St. Lucia,5321089
Future,Please Tell Me,10342342
Future,Shotgun,6029131
Future,Government Official,17371658
Future,Extra,4905714
Future,Love Thy Enemies,4323050
Future,Never Stop,15067888
Future,Jumpin on a Jet,36749367
Future,Rocket Ship,14494548
Future,Temptation,11899600
Future,Crushed up,97034211
Future,F&N,20523359
Future,Call The Coroner,11191604
Future,Talk Shit Like a Preacher,9483253
Future,Promise U That,12130816
Future,Stick to the Models,11567775
Future,Overdose,5850219
Future,Krazy but True,8482034
Future,Servin Killa Kam,7660030
Future,Baptize,6876260
Future,Unicorn Purp,11820580
Future,Goin Dummi,9815261
Future,First Off,92873364
Future,Faceshot,12017833
Future,Ain't Coming Back,5502129
Future,Tricks on Me,5829558
Future,Jet Lag,47372733
Future,Astronauts,34164926
Future,Fine China,258049092
Future,Red Bentley,19120811
Future,Make It Back,38438182
Future,Oxy,17181625
Future,7 Am Freestyle,22594872
Future,Different,15709568
Future,Shorty,21157491
Future,Realer N Realer,47682937
Future,No Issue,19744438
Future,WRLD On Drugs,22254316
Future,Afterlife,13837729
Future,Ain't Livin Right,19323435
Future,Transformer,23427425
Future,Hard Work Pays Off,93238259
Future,WIFI LIT,39929927
Future,CUDDLE MY WRIST,15174185
Future,RACKS BLUE,16789603
Future,31 DAYS,24638336
Future,RED LIGHT,8056790
Future,DOH DOH,8706932
Future,WHEN I THINK ABOUT IT,7769609
Future,SOME MORE,10211212
Future,HATE THE REAL ME,8519223
Future,Walk On Minks,7616797
Future,Stains,2492898
Future,Nowhere,2054260
Future,Georgia,1024350
Future,No Cap,31432588
Future,Three,14925917
Future,All da Smoke,24174588
Future,200,15194882
Future,Cruise Ship,20180484
Future,Patek Water,78414639
Future,Feed Me Dope,32597496
Future,Drip on Me,16884410
Future,Real Love,14709525
Future,4 da Gang,20157470
Future,Killed Before,28105350
Future,Mink Flow,17165959
Future,Group Home,12397199
Future,My Collection,25634911
Future,Comin Out Strong,130179726
Future,Lookin Exotic,19161744
Future,Damage,14456672
Future,Use Me,21239277
Future,Incredible,56678017
Future,Testify,15595045
Future,Fresh Air,22306736
Future,Neva Missa Lost,11435521
Future,Keep Quiet,12972725
Future,Hallucinating,20434619
Future,I Thank U,11340707
Future,New Illuminati,9071318
Future,Turn On Me,14581925
Future,Selfish,227002959
Future,Solo,40366771
Future,Sorry,28749370
Future,PIE,74307765
Future,You Da Baddest,58043939
Future,Rent Money,62878242
Future,Good Dope,20145968
Future,Zoom,22983634
Future,Draco,59554089
Future,Super Trapper,26304348
Future,POA,21351319
Future,Mask Off,884643861
Future,High Demand,21793091
Future,Outta Time,18891867
Future,Scrape,17169648
Future,I'm so Groovy,73961450
Future,Might as Well,24715582
Future,Poppin' Tags,17015816
Future,Massage In My Room,13877230
Future,Flip,11670685
Future,When I Was Broke,16465035
Future,Feds Did a Sweep,21401929
Future,Used to This,130168072
Future,Mask Off remix,153772507
Future ,Extra Luv,51409843
Future,Ain't No Time,35951565
Future,In Her Mouth,19925558
Lil Yachty,Gimme My Respect,8283569
Lil Yachty,Get Dripped,82218335
Lil Yachty,Riley From the Boondocks,7167032
Lil Yachty,I'm The Mac,4556648
Lil Yachty,Yacht Club,113809055
Lil Yachty,SaintLaurentYSL,18549877
Lil Yachty,We Outta Here!,6234141
Lil Yachty,Who Want the Smoke?,56052035
Lil Yachty,Worth It,4760387
Lil Yachty,"Everything Good, Everything Right",4118456
Lil Yachty,Next Up,3494699
Lil Yachty,Forever World,14050131
Lil Yachty,Nolia,4471629
Lil Yachty,Fallin In Luv,11938904
Lil Yachty,Stoney,4082305
Lil Yachty,Self Made,11500122
Lil Yachty,Boom,23366040
Lil Yachty,Oops,13540503
Lil Yachty,Talk to me nice,13570330
Lil Yachty,Get Money Bros,9169601
Lil Yachty,Count me in,23217309
Lil Yachty,She ready,39301186
Lil Yachty,love me foever,8239618
Lil Yachty,das cap,6191133
Lil Yachty,pop out,4981136
Lil Yachty,nbayoungboat,77253082
Lil Yachty,Mickey,47976036
Lil Yachty,FWM,7022193
Lil Yachty,Flex,5982644
Lil Yachty,Whole lotta guap,5704011
Lil Yachty,Baby daddy,27469252
Lil Yachty,66,107235653
Lil Yachty,Like a star,6425325
Lil Yachty,Dn Freestyle,3975254
Lil Yachty,Peek A Boo,82564548
Lil Yachty,Dirty mouth,12115480
Lil Yachty,Harley,11064565
Lil Yachty,All around me,5952515
Lil Yachty,Say my name,26585858
Lil Yachty,All You had to say,4555555
Lil Yachty,Better,38555555
Lil Yachty,Forever young,64056256
Lil Yachty,Lady in yellow,4756562
Lil Yachty,moments in time,2785859
Lil Yachty,otha shit,3656802
Lil Yachty,X men,12039546
Lil Yachty,Bring it back,8198265
Lil Yachty,Running with a ghost,4265989
Lil Yachty,FYI,4122656
Lil Yachty,Priorities,12656414
Lil Yachty,No more,2588484
Lil Yachty,Made of glass,3856482
Lil Yachty,Momma,2156985
Lil Yachty,Intro,4959625
Lil Yachty,For hot 97,10000000
Lil Yachty,IDK,4000000
Lil Yachty,King of Teens,7156115
Lil Yachty,Shoot out the roof,12920363
Lil Yachty,Why,1784566
Lil Yachty,Up Next 3,7752979
Lil Yachty,Dipset,8040650
Lil Yachty,Life Goes on,10717650
Lil Yachty,Yeah Yeah,3340527
Lil Yachty,Pretty,5360779
Lil Yachty,Such Ease,4792304
Lil Yachty,All in,8333167
Lil Yachty,So many people,2411414
Lil Yachty,Intro,8353645
Lil Yachty,Wanna Be Us,36565525
Lil Yachty,Minnesota,80717557
Lil Yachty,Not My Bro,6005946
Lil Yachty,Interlude,5419454
Lil Yachty,Good Day,8112210
Lil Yachty,Up Next 2,12557376
Lil Yachty,Never Switch Up,5163142
